sentenceId,sentence,sentence_time
70,"Hosted a family dinner, where laughter echoed louder than the clinking of utensils. Family, the heart of happiness. #FamilyDinner #SeniorHost ",2023-07-04 17:00:00
71, The fear of the unknown is keeping me up at night.    ,2023-02-20 21:15:00
72, Feeling optimistic about the week ahead.           ,2023-01-31 16:20:00
73,Excitement builds as the countdown to a long-awaited vacation begins. ,2023-01-10 12:00:00
74, Arousal of excitement as I await a special announcement.,2017-10-30 11:30:00
75,"Shattered by betrayal, trust crumbles like fragile glass.          ",2018-09-10 13:15:00
76, Excitement for a quiet evening with a good book.        ,2023-03-01 13:30:00
77,"Surrounded by the colors of joy, a canvas painted with laughter and endless smiles. ",2019-07-02 17:00:00
78," Whispering tales of inspiration to the stars, a storyteller crafting constellations from the threads of imagination. ",2020-08-29 20:45:00
79, Just finished a challenging workout routine.       ,2023-01-22 09:15:00
80, Arousal of excitement for an upcoming festival.       ,2017-09-25 11:30:00
81,Collaborating on a science project that received recognition at a regional fair. Science triumphs and smiles! ,2017-08-18 18:20:00
82, Sending affectionate vibes to friends and family.        ,2023-02-24 16:00:00
83,"In the tennis grand slam, a fierce rivalry unfolds, captivating fans with a display of skill and sportsmanship on the world stage. ",2017-09-10 20:15:00
84,Tried a magic trick to impress classmates. Magic fail: Where did that rabbit go? ,2023-08-27 20:45:00
85,Thrilled to witness the grandeur of a cultural festival.       ,2020-09-15 14:45:00
86,"Participating in a multicultural festival, celebrating diversity with music, dance, and delicious food! ",2020-02-29 20:45:00
87," Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow. ",2022-07-17 06:15:00
88," Frustrated attempts to untangle the knot of confusion, the threads of understanding slipping further into the labyrinth of miscommunication. ",2020-11-01 12:30:00
89,Admiration for the intricate details of a handcrafted masterpiece. ,2019-08-20 16:00:00
90,Satisfaction derived from successfully completing a DIY project.  ,2015-12-01 11:30:00
91, Weekend road trip to explore scenic views.         ,2023-01-24 17:30:00
92,Embarking on a journey of learning a new language. The mind stays young with every new word. #LanguageLearning #NeverTooLate ,2023-06-15 12:15:00
93,Experimenting with a new hair color. A bold change for a bold semester! ,2023-09-07 18:20:00
94,"Emotional storm, a whirlwind of sadness engulfs every thought.    ",2017-07-18 17:45:00
95,"Attending a surprise birthday party organized by friends. Surrounded by love, laughter, and good company! ",2018-06-22 14:15:00
96,"Wandering in the maze of betrayal, the walls closing in with every wrong turn. ",2021-01-05 16:20:00
97," Playfully dancing in the rain of laughter, a whimsical spirit twirling in the puddles of joy and lightheartedness. ",2020-07-08 18:00:00
98,Elation over discovering a rare book in a quaint bookstore.      ,2018-09-22 16:30:00
99, Fulfillment in completing a challenging workout routine.,2019-06-28 18:20:00
100, Regret over missed opportunities haunts my thoughts.,2017-08-25 16:00:00
101,Exploring the universe within during a mindful meditation session. ,2017-10-20 08:15:00
102," Wrestling with thoughts, a perplexed mind lost in the labyrinth of life's complexities. ",2020-08-05 12:15:00
103,"Taking a stroll in the garden, appreciating the beauty of blooming flowers. Nature's wonders never cease. #GardenWalk #FloralBeauty ",2023-06-22 13:45:00
104, Enjoying every moment of this trip—pure enjoyment!      ,2023-02-23 19:45:00
105, The state of corruption in our society is utterly disgusting. ,2023-02-21 18:20:00
106,Capturing the beauty of nature through photography. Every snapshot is a treasure. #NaturePhotography #SeniorPhotographer ,2023-06-17 15:00:00
107,Contentment in the midst of a family gathering filled with laughter. ,2023-01-15 19:00:00
108,Joyful reunion with long-lost friends after years of separation.   ,2020-11-18 17:10:00
109,"Entered the kitchen with the intention to cook. Left with a bag of chips. Cooking is overrated, anyway. #MasterChefInTraining #TeenHumor ",2023-05-27 21:15:00
110, Enjoying a cup of tea and watching the sunset.     ,2023-01-25 18:00:00
111," A melancholic symphony playing in the background, the soundtrack of a wistful heart. ",2019-03-25 21:00:00
112,Spent hours perfecting a chemistry experiment. Mixing potions like a wizard! ,2023-08-10 14:20:00
113," Playfully juggling responsibilities, a circus performer balancing the acts of work and joy, tossing laughter into the air. ",2019-11-18 15:15:00
114,"Drenched in confetti at a Katy Perry concert, a kaleidoscope of colors igniting the night sky. ",2020-06-22 22:00:00
115,"Sinking like a stone in the ocean of heartbreak, each ripple a sigh of despair. ",2017-08-10 19:30:00
116," Lost in the symphony of the night, a moonlit serenade that whispers tales of wanderlust and moonlit dreams. ",2021-05-08 22:00:00
117, The state of the world's environment is just disgusting. ,2023-02-12 18:20:00
118,Curiosity piqued by the mysteries of an ancient archaeological site.,2015-11-08 10:00:00
119," Embarking on a journey of discovery, fueled by curiosity and a thirst for knowledge. ",2023-04-15 10:15:00
120,Spellbound by the elegance of a ballroom dance under crystal chandeliers. ,2018-06-12 20:30:00
121,"In the ruins of hope, echoes of shattered dreams whisper tales of loss. ",2021-03-15 22:45:00
122," Bitterness, a bitter chill in the air, freezing moments into icicles of resentment that dangle precariously over the landscape of memory. ",2019-10-15 10:30:00
123, Fuming with anger after a heated argument.            ,2023-02-20 09:30:00
124, Just finished an amazing workout! 💪               ,2023-01-15 15:45:00
125," Loneliness, a silent companion in the night, the only echo in the chamber of solitude, a heart's solitary nocturne. ",2019-09-19 03:30:00
126,"Wandering through a historical museum, the history enthusiast becomes immersed in the tales of the past, envisioning bygone eras. ",2015-12-18 18:00:00
127," A numbness settles over me, a shield against the overwhelming emotions life throws my way. ",2021-08-10 14:00:00
128," Devastated by the revelation of betrayal, the trust shattered like fragile glass, leaving shards of pain in its wake. ",2022-05-20 14:50:00
129, Enjoying a quiet evening with a book and some tea.      ,2023-02-14 19:45:00
130,"Capturing the essence of a bustling market, the photographer freezes moments in time, each frame telling a unique and vibrant story. ",2019-03-22 21:45:00
131," Overwhelmed by the weight of the world, Atlas with trembling shoulders, each responsibility a boulder in the landscape of exhaustion. ",2021-06-25 17:50:00
132," Envious eyes fixated on the gilded prize, a heartache fueled by the painful desire for possessions that seem forever out of reach. ",2021-02-28 22:45:00
133,Encountered some mean-spirited comments online. Dealing with online hate is never easy. ,2023-09-12 12:30:00
134,Exploring a new hobby of photography during free time. Capturing moments through a lens. ,2023-10-10 14:15:00
135," Seeking serenity in the melody of raindrops, a tranquil escape from the noise of everyday life. ",2020-04-12 19:30:00
136, Embracing acceptance of life's ups and downs.           ,2023-02-25 18:20:00
137,Having a bad hair day and feeling self-conscious. Bad hair days can affect confidence. ,2023-09-27 17:30:00
138,"Dancing on sunshine, each step a celebration of the joy found in simple moments. ",2021-08-20 15:45:00
139, A bitter experience turned into a valuable lesson.      ,2023-02-17 15:00:00
140," A tapestry of conflicting feelings, weaving through uncertainty, caught in the threads of ambivalence. ",2022-01-05 10:30:00
141, Arousal of excitement for an upcoming adventure.       ,2017-04-30 11:30:00
142, Exploring local art galleries this weekend.        ,2023-01-30 11:30:00
143, Finding calmness in the midst of a busy day.            ,2023-02-18 09:30:00
144," Jealousy poisons my thoughts, resentment brewing within.",2018-08-05 16:30:00
145," Envious eyes locked on the treasure chest of opportunities, a heartache fueled by the desire for keys that seem forever elusive. ",2021-01-15 22:10:00
146, Loneliness creeps in as the night grows colder.    ,2019-11-18 21:20:00
147, Elation after achieving a personal goal.               ,2021-03-02 09:30:00
