sentenceId,sentence,sentence_time
41,"thương tra ̀ o nươ ́ c mă ́ tao ... cuô ́ i cu ̀ người thi ̀ ban la ̃ nh đa ̣ o bă ́ c ninh đa ̃ lên tiê ́ người giu ́ p đơ ̃ ca ́ c be ́, du ̀ qua ́ muô ̣ n @",2022-05-25 08:10:14
42,quay lip miệng chửi liên tục còn đăng mạng cho mọi người biết ... hài .,2025-04-18 19:40:15
43,"thương vãi , yêu vãi 😍😍😍 tao cũng thèm có em",2025-06-20 00:49:54
44,kích thích vãi,2022-06-23 13:04:52
45,"5 triệu , phạt một con mụ lừa đảo , phá hủy niềm tin phật giáo , làm ô uế đời sống tâm linh ... thật rẻ rúng làm sao !",2022-06-30 08:55:08
46,tính ra con bé đó chuyên nghiệp ấy chứ,2023-03-12 10:39:16
47,bếp dầu ngày xưa thật ý nghĩa,2023-05-17 05:43:47
48,woa ... dài dữ ..😃😃,2022-10-04 08:09:40
49,ngày buồn nhất trời đổ cơn mưa :(,2022-03-21 16:01:04
50,bây giờ gái nó chỉ cần bông hoa đồng tiền ném vào mặt nó để nó ăn tiêu chứ nó cần gì cái cây lu miên này .,2022-07-21 16:05:51
51,"thứ yêu nghiệt , nhỏ g vẫn sợ nó nhất sau mấy con lắm chân t . t",2023-09-01 14:55:22
52,bn tao vẽ đẹp vãi nhưng nó lại mắc bệnh lười nếu nó vẽ thì nó sẽ vẽ he .. n .... tai :v,2024-09-26 14:36:02
53,ăn gì khôn thế,2024-08-09 05:40:32
54,nt thêm cái dạ vâng thấy quý vãi,2024-11-19 02:06:07
55,per ghét cái kiểu rõ ràng là chuyện của riêng 2 người vậy mà …,2023-09-18 23:16:34
56,"tình đến , rồi tình cũng điii 🙂🙂🙂",2024-01-19 12:13:10
57,"ngày xưa tự dưng mình được tận 8 , 75 ư =))))",2023-04-26 14:58:56
58,"và mày chỉ cần lùi về sau , như ít quan tâm và nhắn tin lại mày sẻ cua được crush 😎😎",2022-06-16 02:59:52
59,đồng nghiệp là ai kệ mẹ nó quan trọng lương bao nhiêu,2023-10-28 17:36:00
60,mình không quan tâm giá trị học bổng bao nhiêu . mà tớ q . tâm em đó sẽ dành những gì cho đất nước sau khi học xong thôi . hee . chúc mừng em .,2023-06-25 00:53:03
61,tởm nhìn đã kinh,2024-03-08 09:42:17
62,số tao không được ăn uống mà :((,2024-03-02 19:28:19
63,mua mà không được phát tán virut bán ra chợ đen thì mua để mà tế ah .,2023-11-29 22:50:39
64,2 đg thẳng mãi mãi song song không bao giờ cắt nhau hix hix,2021-08-07 11:07:47
65,sau này có nhắn tin thì không phải là chào em mà là chào mọi người,2024-08-03 23:33:18
66,không làm gì cũng thành fan cứng là sao ?,2023-10-04 11:49:42
67,"có mồm để làm gì ? hay chỉ để cãi nhau , la hét ?",2024-10-31 05:11:19
68,"chỉ là nghe bạn nói , chẳng thấy bằng chứng đâu",2021-10-24 11:26:46
69,sao nhanh như chớp vậy được,2023-11-21 13:02:27
70,"quan trọng là lòng tin , bạn bè mình một số người mình đã mất lòng tin thì đừng bao giờ nói chuyện tiền nong . khâm phục anh",2024-11-25 07:44:03
71,em này xinh vãi các bác ạ .,2021-09-05 19:50:59
72,cũng chả biết tại sao luôn ...,2023-05-14 22:43:38
73,má con đàn bà thối mồm gặp thằng say hèm,2024-08-04 16:53:03
74,đoạn phim này tốn khá nhiều nước mắt của người xem,2025-03-17 17:35:52
75,chỉ 1 vãi nhỏ th mà niềm vui quá lớn < 3 ^^,2021-10-11 10:31:50
76,mẹ . trung thu là tết thiếu nhi . có phải mùa động dục đâu mà phải có người yêu nhỉ . vớ va vớ vẩn 😒,2024-06-18 01:09:06
77,phải đối xử tốt với chính bản thân mình :),2025-04-11 01:08:06
78,thêm đường hay cho thêm bánh gato về tẩm bổ :),2023-03-22 14:30:13
79,hic hic mình còn chả bao giờ được giận lại ấy chứ :((,2024-08-25 22:09:49
80,moá nhìn rùng hết cả mình,2022-12-06 02:57:55
81,per muốn nói gì phải ngó trước ngó sau không chi mất đầu như chơi 😂😂,2025-03-24 07:12:08
82,per giống câu chuyện anh kể hôm bữa qua ha ... con chó này 3 lanh thiệt ak ...,2022-04-11 03:42:55
83,"hiện tại mình cũng muốn kết hôn lắm . ngặt nỗi hai gia đình ngăn cản giữ dội , phản đối kịch liệt chuyện hai bọn mình đến với nhau :( nhất là chồng cô ý",2024-08-18 14:30:49
84,má 2 thằng áo vàng lầy ghê 😂,2024-07-26 06:33:10
85,qua câu chuyện này mong mọi người đừng có cái nhìn ác cảm về các anh csgt về việc hay núp lùm bắt xe nữa mà còn nghệ thuật ăn nói kể chuyện xạolin đẳng cấp 🙂🙂🙂,2025-06-01 07:09:59
86,"nói chứ uống đi , 1 ly thì giảm ăn một bữa sẽ không khiến mày phì đâu .",2022-02-09 08:47:55
87,vào siêu thi mua ghế masage chạy điện ra mà ngồi cho chúng nó choáng ! vừa đỡ mỏi chân lại khỏe người !,2022-08-07 06:48:07
88,xem phát khóc mẹ luôn 😭😭😭,2022-08-04 12:05:09
89,vì ai cũng có mối quan tâm riêng,2024-05-11 12:09:25
90,"mình muốn tag mấy ông hàng xóm vào đây để các bác ấy biết rằng , bác ấy không chỉ buồn mà còn hát rất dở",2023-11-02 23:23:16
91,t cho mẹ tao xem và đã bị ăn vả . đéo hiểu vì sao,2024-05-02 13:48:42
92,có gì mà vinh quang một bàn tay bị tật,2022-01-19 13:48:31
93,nhìn mặt con bé kiểu . ơ cái gì vậy,2024-09-01 06:17:04
94,hẳn là con số đẹp 😍😍😍,2024-04-13 16:54:50
95,hôm qua tao xem xong ngất xỉu tới giờ mới tĩnh chúng mày ạ 😌😌😌,2024-01-19 12:13:31
96,bà của tôi đã không còn khi tôi còn chưa biết gg là gì,2024-12-25 08:19:35
97,"má , dume cười ỉa :))))",2021-09-09 20:17:15
98,bạn đã hiểu nổi khổ của mario khi mua vui cho bạn chưa :)),2025-04-20 01:57:23
99,tôi đã giữ lại mấy cái giấy note đã ghi chú khi nào kiểm tra =))))),2024-04-07 15:46:42
100,anh chân thành nên anh tổn thương :((,2023-10-08 18:26:58
101,buồn là cái gì mày,2023-09-10 01:22:32
102,nhìn cái ngành gd việt nam bây giờ ai cũng mệt mỏi,2021-09-22 19:09:21
103,yêu quá hóa điên 🤣,2022-11-03 01:47:14
104,đi bơi nên não bị úng nước à mấy thằng mặt lồn suy đồi đạo đức,2021-09-08 17:11:21
105,thằng nào chưa bước vào quán bar hay karaoke giống tao không 😂 trai ngoan điểm danh 😄,2024-09-14 11:01:03
106,"bọn này đóng điện cho nó đi luôn , giữ làm gì cho chật đất",2023-01-12 14:21:29
107,làm khách đi qua lại mắc mệt lun,2023-03-29 23:59:02
108,mình toàn làm ba mẹ buồn,2024-03-28 05:19:52
109,lâu lắm không nghe bài này .. có bà bạn bình luận dạo mới nghe lại ??,2022-11-02 09:55:36
110,":))) ở đoạn đó hồi năm nhất tao "" được "" họ lấy 100k , vì sáng sớm đem duy nhất 100k trong túi , thế là nộp luôn :))))",2022-01-20 17:52:59
111,chỉ khổ các con thôi !! sao người ta lại có thể mất nhân tính như vậy,2023-09-21 03:45:58
112,cũng dể thương đấy chứ,2022-01-18 13:50:37
113,ghê vậy,2021-09-30 19:08:20
114,tao thì nói xong lại thấy người ta không hứng thú thì lại lượn,2023-05-18 02:37:48
115,yêu quá đi mất . tuổi thơ của mình toàn nện mấy thằng con trai . trong lớp mình toàn làm xếp nên chẳng được giúp đỡ,2023-03-27 14:16:14
116,lạy ông nào nghĩ ra kịch này !!!,2024-04-12 17:23:33
117,có khi giờ tỉnh rồi đéo dám xuống nữa,2021-09-23 10:30:36
118,dăm ba chuyện hẹn hò có gì hay ho 😌 nhưng mà thi thoảng có dăm ba cái chuyện này cũng hay 🙂 tóm lại xem để giải trí đỡ buồn cũng tốt 🙂,2024-06-16 00:19:01
119,tìm đối tác 😔,2023-04-12 06:53:49
120,"ôi đời vẫn là chịu không nỗi đời mà , chán",2025-06-18 19:22:20
121,bọn này không phải là người . cho đi tù hết . chỉ sợ nó có tiền nó bịt miệng thôi,2025-01-20 15:47:31
122,tuyển ngay về làm nghiên cứu viên cao cấp cho các hãng khóa :d,2021-09-18 18:44:16
123,"cái thằng adim này mày xàm quá oy đấy , biến khỏi trang tao nhé",2022-07-07 06:47:10
124,"rốt cục sao chúng nó mò về tận nhà bạn nhỉ , kinh vãi",2021-08-11 23:00:52
125,chết rồi thì chôn . xử lý cái quái gì nữa ...,2022-12-26 12:13:41
126,tao hiểu rất rõ cảm giác của em ấy ....,2023-09-25 22:22:27
127,móng này móc cua thì đỉnh 😹,2022-06-29 13:59:05
128,cô tiên béo quá .. 😅😅 giọng còn the thé nữa .. 😅😅,2023-04-29 00:08:17
129,ngang trái quá ạ !,2023-08-09 19:02:15
130,ngày xưa cũng vui lắm mà giờ mỗi đứa 1 nơi rồi,2022-09-02 07:00:05
131,cám ơn mấy chế nhiều nhiều nhé 😗,2022-04-10 10:35:25
132,quê ở huyện kế bên mà chưa 1 lần đi =)))),2021-12-12 08:01:42
133,đã sáng suốt hơn năm ngoái nhiều . ka ka,2023-01-23 21:13:46
134,án mà cứ xử như vậy thì sao có được lòng dân,2025-01-12 02:09:21
135,"ước gì boss không co chân lên , tao vẫn sẽ nghĩ là boss thật khí chất =)))",2023-02-13 21:19:38
136,t có 2 con bạn thân nó thì cao trọc trời còn tao thì ... . buồn,2022-04-19 11:55:55
137,giá mà thằng lái xe ngồi trong xe oto trông xe thì tốt biết mấy !,2025-06-14 13:11:03
138,dân trí thấp thế thì bao giờ mới phát triển đất nước được,2025-05-09 00:08:14
139,"này hai đứa , đã đi niềng răng chưa , chưa thì đi niềng đi rồi quay lại nhé nhởn ra cười như hai đứa thần kinh nhé",2023-05-06 11:24:20
140,xoá sổ toàn phần cơ sở cung cấp thức ăn khốn nạn này bằng cách cho chúng mỗi đứa một mũi tiêm thuốc độc . còn hiệu trưởng các trường bỏ tù vĩnh viễn .,2024-03-09 20:31:02
141,vớ vẩn thặc ! marketing cũng có dăm bảy loại và tùy lĩnh vực . dăm ba cái này đăng mà không đọc à,2025-04-07 06:53:36
142,chỉ thấy mất dạy,2023-10-23 02:55:26
143,kkk tao chọn anh đầu tiên,2022-10-02 16:30:18
144,động lực để phụ nữ chiến đấu chính là gia đình và bản thân họ :),2021-10-30 12:00:51
145,"mấy thành phần không chấp hành luật giao thông cứ phải thế này . cơ mà thằng này gà thật , tạt mẹ vào quán nước mà ngồi uống chứ làm gì phải dắt xe khổ thế kia",2023-12-06 18:33:29
146,ủa rồi ra nắm xe tải kéo ra như kéo xe đồ chơi dị ba,2022-11-04 07:02:40
147,nta vẩy tay mấy cái cũng ra tranh còn tao thì 😪,2021-10-25 22:42:06
148,quảng cáo đéo gì tao thấy đáng sợ vãi .,2023-10-07 21:13:18
149,chả bù cho con ml này . đợi mãi không thấy nó về . hy vọng em không bị bọn xấu bắt lên dĩa là tốt rồi :(,2023-01-02 14:30:56
150,"per làm ở đâu không quan trọng , quan trọng là vẫn buôn chuyện đều 😂😂😂",2021-07-15 14:10:31
151,lập đội cảnh sat chuyên đi dẹp những nơi tụ tập như thế,2022-04-03 05:44:41
152,"lâu lắm đéo được gặp nhện trong wc , quên mất cảm giác nhịn ỉa như nào rồi 😂",2021-07-15 18:22:16
153,sếp như nào nữa còn sếp tôi thì như lònnnnnnn,2023-07-13 12:34:07
154,"dm tao thấy người ta không sợ vì rắn mà sợ vì thằng chả la làm hết hồn , toàn núp lén rồi la lên thằng đéo nào mà không sợ chứ",2022-06-25 19:45:01
155,có ai biết 2 người này không ạ ?,2022-11-27 11:10:35
156,"kinh nghiệm được truyền lại là khi nào nấu xong bỏ tí "" tro "" vào lần sau không phải nấu 😊",2023-11-12 16:41:18
157,kết thúc phim bất ngờ quá,2024-02-19 09:41:38
158,phải chi lúc mà thằng per bị bảo câm mồm thì đập bàn đứng lên quát “ bên tao cả một đội quân ” 🤔,2025-01-12 05:02:58
159,nếu chịu khó đặt vào hoàn cảnh của nhau mà sống thì mọi chuyện đã đơn giản hơn rồi .,2022-01-29 13:33:34
160,đó là tìm đúng người còn sai người thì auto mối quan hệ kết thúc :)),2022-12-18 12:14:43
161,nghe tên vietcombank là bao nhiêu quá khứ bực mình ùa về,2022-05-06 02:12:50
162,trời má cute vãi lozzzz,2024-06-15 05:07:02
163,dume tao vừa mất 2 phút nhãm nhất cuộc đời tao 😒😒😒,2023-01-30 12:19:48
164,vợ chồng nhà này mặc quần áo ngủ đôi à ??,2023-09-28 05:38:47
165,đồ điên . quét đéo được thì lấy máy hút bụi hút mẹ hết đi . hét hét cái lol gì =))),2024-08-02 21:51:37
166,thiết kế vậy tiện . nào hư của xe thì lấy của quạt gắn vào đỡ mất tiền thay,2022-08-26 06:53:38
167,ngộ nghĩnh nhỉ ! lạ lờ nhỉ !,2021-12-12 18:03:39
168,per ngóng cuộc đấu tranh công nghệ này . tq đồng lòng ghê nhỉ,2023-02-12 03:58:03
169,ui mấy ông tướng men nì từ bé luôn nhỉ . đáng yêuc chết được 🥰🥰🥰,2023-01-28 15:26:19
170,đang có phong trào tế trượt chân bể bình hả,2023-06-30 09:47:13
171,"đất nước bao nhiêu khoản phải tri trả , nhưng phải trả cho một đám cổ động viên quá khích thì quả là không đáng , các cụ đã bảo mọi sự ngu dốt đều phải trá giá bằng tiền mặt , bảo dân trí thấp lại tự ái :))",2022-11-03 07:02:51
172,hóa ra là vậy à =)),2022-09-24 16:34:19
173,nó lại dễ con ạ :v,2024-05-12 01:19:58
174,"đm hồi đó nhà có nuôi bốn con , bữa đang ngồi chơi nặn đất sét nó chạy cả lũ tới , thật sự là tao không biết con đéo nào nhma có một con trong đó kéo áo phía sau lưng tao lên rồi cả lũ cắn lưng tao dume nó thốn vãi luôn . thề !",2022-06-13 22:14:06
175,bộ phim truyền cảm hứng hay nhất =),2023-01-16 17:26:56
176,ông trời cho mình lũ bạn cờ hó quá ấy mà :),2023-05-14 07:19:08
177,tiếc cho mối tình ấy ....,2022-05-04 23:42:42
178,mình thì # mình chỉ mong chồng tốt thương yêu vợ con gia đình ! gia đình lúc nào cũng vui vẻ hạnh phúc thì ngày nào cũng là ngày ( tình yêu ),2024-08-31 09:12:56
179,nhưng sạn quá . ma mà sao lúc đầu có bóng của cánh tay vậy .???,2022-10-13 22:56:06
180,rải đinh nhiều thật,2023-06-29 03:14:22
181,cưng chết,2024-10-20 02:08:02
182,tất cả cùng không tính điểm . thế là xong :v,2023-07-17 13:05:46
183,"đến giờ , em vẫn đang đợi anh , người sẽ đúng và thời điểm sẽ đúng",2025-02-03 18:32:59
184,ước gì tôi cũng được kiên trì như anh ấy để dạy con gào mất nết nhà tôi 😪,2025-03-08 05:16:42
185,có đéo gì mà kì thích thì đi . xin lỗi hơi thô 😊,2022-12-01 20:00:45
186,ngày xưa cũng như này trong lúc mối quan hệ bắt đầu nhạt :) haiz,2022-10-20 22:37:25
187,thật là một sự mỉa mai,2023-07-27 16:22:25
188,sợ con này lắm :((,2023-01-03 19:02:35
189,cho chừa cái thói chạy xe khôn lõi,2022-09-04 04:44:54
190,cũng thơm mà . kì thị quá à .,2022-03-23 16:02:05
191,rất giỏi,2022-10-03 17:16:09
192,per cản tao không tao chửi thề,2021-09-29 03:24:10
193,ghê quá đi,2025-06-16 07:48:04
194,lâu lắm rồi mới nghe lại bài này 😀,2022-12-13 21:54:52
195,ngày nào cũng bị tụi siêu thị hành không dưới 10 lần,2021-09-10 16:40:33
196,anh tây nói tiếng việt giỏi thiệt .,2022-10-31 06:54:32
197,lò bếp dầu một thời nè gì per,2024-09-14 18:05:31
198,ông bà xinh quá 🧐🧐,2022-01-09 04:20:53
199,anh con mẹ mày :))),2025-02-11 17:54:02
200,có ai thấy giống người đẹp 9p không ?,2024-02-28 20:16:50
201,phận làm con trai haizz,2025-02-06 14:40:07
202,"tự nhiên chơi với con trai cái bị kêu không đàng quàng , con gái gì kỳ vậy , lại còn nhiều bồ , đi với ai cũng nghĩ là bồ . mệt thiệt chứ",2022-03-15 04:28:42
203,chuẩn bị cho chim ăn cức,2022-08-26 15:00:56
204,mày độc ác vãi,2024-11-29 10:07:55
205,về việt nam thì gọi nó là ngáo chó,2023-12-23 12:25:10
206,ae phục vụ ngày xưa của mình đâu rồi . sao thấy thương bạn này,2024-08-17 09:41:28
207,xứng đáng cho cái ngu của thằng oto .. nghiền nát luôn oto càng tốt .. để cho cái lũ não ngắn nó hiểu được quy định của hành lang đường sắt là như nào .,2022-03-05 23:46:26
208,"muốn em vui vẻ đơn giản lắm , chỉ cần bao ăn bao xem phim tuần 1 lần thôi hỡi các đồng nghiệp ơiii 🤣",2024-08-28 20:53:08
209,per thịt nướng lò xô ne ăn z mà không chết 😎😎😎😎,2022-06-26 22:21:25
210,bác sĩ mất dạy,2023-01-28 19:25:10
211,"sướng nhờ , bên trung chúng nó yêu nhau toàn sống chung . 😂😂😂 toàn richkid :>",2024-12-13 17:28:26
212,phố mày co ́ đô ̀ người nghiê ̣ p tô ́ tao ghê :))),2022-02-24 12:37:54
213,nói thật gia lai nói riêng tây nguyên nói chung xưa nhờ vàng đen '' hồ tiêu ' và vàng trắng ' cao su ' mà người dân có dư cái ăn cái mặt bây giờ thì thua rồi bỏ đi tứ xứ .. một thời,2021-09-25 13:15:27
214,per nhìn na ná chữ mày =))),2022-03-21 18:46:02
215,galang thế không bjt . trẻ con còn như thế người lớn chắc không tôgn tại đâu . ước gì cũg được như vậy,2022-01-06 11:45:28
216,per tìm được đối tượng nào để cầu hôn chưa :))),2022-04-22 23:44:04
217,"má , 1 ngày tao ho 3 4 lần . tao có nên dừng ho lại không mày",2022-07-08 23:59:45
218,"rất dũng cảm , đáng yêu quá",2024-09-29 07:59:42
219,sao mình không thấy mình vậy ta ??,2023-10-10 06:48:07
220,"per haha nhiều tiền quá mang đây tao tiêu hộ cho , đóng thuế 10 củ phí quá =))",2021-07-18 12:19:01
221,"cái thế giới loạn hết rồi , loạn thật rồi , trả tao cái đĩa bay",2022-06-27 05:36:05
222,nghe như hát trầu văn,2024-04-13 02:38:40
223,thế chân ngắn như tao thì phải làm sao với cái cầu,2022-05-14 11:29:41
224,khuôn mặt đáng thương,2021-12-27 01:36:36
225,dume đọc bình luận bực giùm chủ thớt :))),2022-10-05 01:10:55
226,cô ơi nhiệt tình là tốt nhưng bản thân phải an toàn trước 😗,2021-11-30 15:23:09
227,couple cuối . yêu chết đi được,2025-01-20 21:42:39
228,cũng là ninja như nhau mà cũng hơn thua làm gì vậy trời,2024-07-06 19:33:41
229,mua được bộ đồ cho tết điệu đà tán gái mà như thế nào đây thì tán sao được,2023-07-14 06:23:21
230,tụt quần nó ra cho nó chén :))),2024-04-09 07:19:58
231,bài này quen quen,2022-04-14 23:59:31
232,con này là con lợn à,2025-02-01 18:22:35
233,quá nguy hiểm .,2022-12-27 23:28:45
234,nhìn cách dạy chó là biết cách dạy con,2025-06-25 13:11:26
235,mẹ tao cũng thix em này 😅,2022-02-18 16:18:08
236,bán không thu thuế luôn à,2023-09-29 08:20:13
237,boss dễ thương vãi lúa,2023-08-10 04:37:07
238,yêu như trẻ con tập yêu ây .. có cái chúc sinh nhật mà nháo nhào lên cãi nhau,2022-06-04 01:25:19
239,per đi tong một năm học ... nhưng vẫn tốt nghiệp ... :(,2024-06-14 02:27:12
240,"tao biết trước là nó sẽ lao vào màn hình mà , vậy nên tâm vẫn tỉnh lúc nó lao vào .",2022-08-15 11:20:29
241,nhây qua ́ nhaaaa 😂😆,2024-10-04 01:58:57
242,tau cố gắng chỉ được từng này 😦😦,2024-01-24 06:01:39
243,per đồng nghiệp tốt giúp ta dễ vào nhà thương điên kkkk,2022-07-08 05:49:47
244,đề nghị các bạn giữ trật tự trong rạp phim !!!!!!,2024-04-23 16:10:02
245,per dạo này bị xàm à 😂😂😂,2023-05-08 22:43:33
246,đoạn phim thôi mà ý nghĩa thế,2024-05-20 08:12:13
247,"sao nghiệt ngã vậy :'( đề nghị bắt luôn con mụ tri hô vớ vẩn , phá vỡ hạnh phúc 1 gia đình",2021-10-19 16:05:02
248,tội quá ! nuôi mà không chăm sóc,2022-01-29 06:18:27
249,coi mần cái mặt kìa trời 🤣,2024-07-20 00:03:24
250,per tuổi thơ của mềnh đi học là lúc nào bạn tao cũng ngồi trên và khi nào múa giờ ra chơi cũng múa chung với mềnh 😅😅😅,2022-11-10 20:34:46
251,tao thích con bé nuốt chuối,2024-08-20 22:03:30
252,tự nhiên mình lại không muốn làm single mum nữa -.-,2024-11-03 16:17:20
253,dài quá vướn víu,2025-03-21 04:55:10
254,per kkkk,2023-10-07 22:40:05
255,per sợ ghê bây .,2025-01-01 00:01:39
256,đã sợ nhện rồi mà gặp thằng admin chơi trò mất nết :((,2023-07-25 19:35:13
257,"miễn sao có tiền ăn bánh trung thu , mua lồng đèn , đi du lịch =))))",2024-08-18 12:26:15
258,đứng xa ra thì dễ dàng rồi =)) cái ngu ở đây là không viết được nhưng vãn cố chấp thôi =)),2024-09-22 03:20:24
259,ghét nhất kiểu tôi quen ông này quen bà kia . nhìu cha có cái nón bảo hiểm không đòi được bị bắt cái gọi điện thoại nhờ người quen . có bạn kiểu đó phiền quá,2023-06-22 20:36:59
260,cứ sợ rớt điện thoại :)))) sợ nhất là lỡ khúc nào khó là té không thể tả nổi,2023-06-09 09:44:11
261,hồi đó khoái cái này lắm,2022-05-23 08:24:57
262,dễ thương vậy chời,2025-03-21 04:57:56
263,thôi ctay đi chứ yêu con người như này chả chết vì bệnh mà chết vì vô tâm mất,2023-07-13 07:51:04
264,cưng vãi ấy,2023-09-02 19:21:41
265,bài viết hay quá !,2021-07-15 09:59:03
266,làm công nhân đã khổ rồi mà tụi nó còn nỡ lòng nào hại người ta nhắn tin,2023-05-27 19:26:07
267,má toàn truyện trong mơ không hà mắc cười quá 😂,2024-12-03 16:32:38
268,ngày xưa nghèo . có bếp dầu là mai rồi .,2025-04-29 00:54:22
269,mỗi phút bên em thật tuyệt vời . chỉ em mới cho anh cái cảm giác đó,2022-03-14 02:26:16
270,giọng chú hơi bị dễ thương nhá :)),2025-04-30 06:46:33
271,uớc gì sau này về già vẫn có thể như cụ này :)),2024-01-20 22:36:46
272,hợp lớp cái đéo gì được chục thằng = ),2023-10-31 03:57:11
273,"có ai lần đầu bắn kéo ngược ra phía trước đạn bay vào mặt giống tao không , đau điếng",2024-04-29 17:11:18
274,thằng kia sao mày bắt vợ với bồ tao dọn thế kia . nhà mày ở đâu tao đến thịt mày chết,2024-06-19 13:35:53
275,coi mà lộn ruột .,2021-07-26 10:45:25
276,không biết mấy ba mấy mẹ chơi bửa đó có xem được bài viết này không 😂😂😂... có ai lên incon phẫn nộ thì hiểu rồi ha,2022-02-09 02:29:33
277,per thay đổi đại từ nhân xưng .,2023-12-13 02:53:22
278,per mỏi chân quái :v,2022-10-20 09:26:12
279,lại khoe có người yêu - _ -,2024-05-03 07:54:48
280,per có nên áp dụng với anh hàng xóm không nhể 😆😆😆,2022-11-16 17:00:56
281,agribank thì bình quân bao nhiêu nhỉ . mấy cán bộ agri thấy hách lắm .,2023-11-17 13:37:24
282,có những ngày mọi thứ nó bỗng ập đến,2022-07-05 15:42:26
283,nhân văn ? thế nhân văn ở đâu cho những em học thật thi thật ?,2021-07-16 12:13:15
284,đi mà ngửi nách nhau à ? mua được cái cây về đến nhà còn trơ cọng,2022-06-21 18:59:17
285,thằng này bị điên chuẩn mẹ rồi,2024-03-16 15:47:21
286,đây là kiểu tự tay bóp dái nè,2023-06-27 02:56:33
287,"như mọi năm thôi mưa gió rét mướt , bây giờ mót ỉa là chỉ có thánh mới giúp được",2023-11-04 21:34:14
288,và vui mừng hơn khi biết tin chị vợ ở nhà vừa sinh hạ em bé được 1 tuần,2024-08-07 17:45:09
289,tôi làm trades . lương tôi không có .. chỉ có thu nhập thôi có tính là cao nhất việt nam không ??? tháng tôi kiếm từ 3000 - 5000,2024-12-02 21:11:16
290,vậy cứ mở mồm chó ra đổ thừa trung quốc . toàn mình giết mình,2022-12-02 08:25:24
291,trả lại tuổi thơ cho tao 😆,2022-03-24 12:14:33
